Who,What,When,when_yyyy_mm,Field,Area,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,EZID,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location),Address (map),Latitude,Longitude,Postcode,Country
Office International de l'Eau,99160,2015-03-26,2015-03-01,association,national,https://www.oieau.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"21 rue de Madrid, 75008, Paris, France","21 rue de Madrid, 75008, Paris, France","21 rue de Madrid, 75008, Paris, France",48.8780485,2.3192025,75008,France
Morphosource Project,87602,2015-03-26,2015-03-01,research,,https://morphosource.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"411 Chapel Drive, Durham, NC 27708, USA","411 Chapel Drive, Durham, NC 27708, USA","411 Chapel Drive, Durham, NC 27708, USA",35.998295,-78.9336597,,USA
Archives départementales de la Sarthe,13339,2015-03-30,2015-03-01,archives,departemental,http://archives.sarthe.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"9 rue Christian Pineau, 72100, Le Mans, France","9 rue Christian Pineau, 72100, Le Mans, France","9 rue Christian Pineau, 72100, Le Mans, France",47.981305,0.2067671,72100,France
Texas Advanced Computing Center,87603,2015-03-30,2015-03-01,research,,https://www.tacc.utexas.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"10100 Burnet Rd, (R8700) Austin, TX 78758, USA","10100 Burnet Rd, (R8700) Austin, TX 78758, USA","10100 Burnet Road, Austin, TX 78758, USA",30.3899405,-97.7261806879021,,USA
Chicago Collections Consortium,87607,2015-04-01,2015-04-01,archives,,https://chicagocollections.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"2350 N Kenmore Ave, 116-D, Chicago, IL 60614, USA","2350 N Kenmore Ave, 116-D, Chicago, IL 60614, USA","2350 N Kenmore Avenue, Chicago, IL 60614, USA",41.92501815,-87.655437020985,,USA
UTA Institute of Classical Archaeology,87610,2015-04-06,2015-04-01,research,,https://liberalarts.utexas.edu/ica/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"The College of Liberal Arts , The University of Texas at Austin , 116 Inner, Campus Dr Stop G6000, Austin, TX 78712, USA","116 Inner Campus Drive, Austin, TX 78712, USA","116 Inner Campus Drive, Austin, TX 78712, USA",30.2847889,-97.7379866,,USA
Archives municipales de Laval,74558,2015-04-10,2015-04-01,archives,municipal,https://archives.laval.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 Rue Prosper Brou, 53000, Laval, France","1 Rue Prosper Brou, 53000, Laval, France","1 Rue Prosper Brou, 53000, Laval, France",48.0771146,-0.7654368,53000,France
Archives départementales de la Charente,61904,2015-04-10,2015-04-01,archives,departemental,https://archives.lacharente.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"31 Boulevard Émile Roux - CS 60 000 - 16917 Angoulême Cedex 9, France","24 Avenue Gambetta, 16000, Angoulême, France","24 Avenue Gambetta, 16000, Angoulême, France",45.6523354,0.163163976916964,16000,France
Archives municipales de Béziers,48908,2015-04-19,2015-04-01,archives,municipal,http://archives.ville-beziers.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Mairie, 34543 Béziers Cedex, France","27 rue du 4 septembre, 34500, Béziers, France","27 rue du 4 septembre, 34500, Béziers, France",43.3427838,3.2138844,34500,France
IEEE Publishing Technology,35911,2015-04-24,2015-04-01,research,,https://ieee.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3 Park Avenue, 17th Floor, New York, N.Y. 10016-5997, USA","3 Park Avenue, 17th Floor, New York, N.Y. 10016-5997, USA","3 Park Avenue, 17th Floor, New York, N.Y. 10016-5997, USA",40.74647995,-73.9810004924273,,USA
The Silent Film Sound & Music Archive,22915,2015-04-28,2015-04-01,archives,,http://www.sfsma.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2211 College View Dr., Redding, CA 96003, USA","2211 College View Dr., Redding, CA 96003, USA","2211 College View Dr., Redding, CA 96003, USA",40.6175752025988,-122.33149760453,,USA
Espace Mendès France,71480,2015-04-30,2015-04-01,library,,https://emf.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 pl. de la Cathédrale, CS 80964 86038 Poitiers cedex, France","1 Rue de la Cathédrale, 86000, Poitiers, France","1 Rue de la Cathédrale, 86000, Poitiers, France",46.5805749,0.3481162,86038,France
UC San Diego Department of Biomedical Informatics,87908,2015-05-11,2015-05-01,research,,https://dbmi.ucsd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
Archives départementales des Alpes de Haute Provence,58484,2015-05-19,2015-05-01,archives,departemental,http://www.archives04.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"2 Rue du Trelus, 04000, Digne-les-Bains, France","2 Rue du Trelus, 04000, Digne-les-Bains, France","2 Rue du Trelus, 04000, Digne-les-Bains, France",44.09024135,6.23929350671742,4000,France
Российский Лингвистический Бюллетень (Russian Linguistic Bulletin),45487,2015-05-22,2015-05-01,research,,http://rulb.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Yekaterinburg, 620137, Russia","Yekaterinburg, 620137, Russia","Yekaterinburg, 620137, Russia",56.839104,60.60825,,Russia
Miami Project to Cure Paralysis,77913,2015-05-27,2015-05-01,research,,http://regenbase.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"1300 Memorial Drive, Coral Gables FL 33134, USA","1300 Memorial Dr, Coral Gables, FL 33146, USA","1300 Memorial Dr, Coral Gables, FL 33146, USA",25.72113385,-80.2787545339319,,USA
Archives de la ville de Romans,32491,2015-06-01,2015-06-01,archives,municipal,http://www.archives-ville-romans.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"3 Rue des Clercs, 26100, Romans-sur-Isère, France","3 Rue des Clercs, 26100, Romans-sur-Isère, France","3 Rue des Clercs, 26100, Romans-sur-Isère, France",45.0425119,5.0508274,26100,France
Ohio Supercomputer Center,19495,2015-06-01,2015-06-01,IT,,https://osc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1224 Kinnear Road, Columbus, Ohio 43212, USA","1224 Kinnear Road, Columbus, Ohio 43212, USA","1224 Kinnear Road, Columbus, Ohio 43212, USA",39.9999223,-83.0400560557101,,USA
Andrews University,68060,2015-06-25,2015-06-01,university,,https://resolver.caltech.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"8753 University Blvd, Berrien Springs, MI 49104, USA","8975 Old 31, Berrien Springs, MI 49104, USA","Berrien Springs, MI 49103, USA",41.9464336,-86.3388965,,USA
Médiathèques du Grand Dole,55063,2015-06-26,2015-06-01,library,municipal,https://mediatheques.grand-dole.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 Rue Bauzonnet, 39100, Dole, France","2 Rue Bauzonnet, 39100, Dole, France","2 Rue Bauzonnet, 39100, Dole, France",47.0901734,5.4928137,39100,France
Center for Nanotechnology in Society,87915,2015-06-26,2015-06-01,research,,https://www.andrews.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA",34.4162606,-119.8464093,,USA
Archives de la Loire Atlantique,42067,2015-06-30,2015-06-01,archives,departemental,https://archives.loire-atlantique.fr/44/accueil-archives/j_6,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"6 rue de Bouillé, CS 23505, 44035 Nantes cedex 1, France","6 rue de Bouillé, 44000, Nantes, France","6 rue de Bouillé, 44000, Nantes, France",47.2251748,-1.5578086,44000,France
Universitatea de Vest din Timişoara,29071,2015-07-01,2015-07-01,university,,http://www.cns.ucsb.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Bulevardul Vasile Pârvan 4, Timișoara, Romania","Bulevardul Vasile Pârvan 4 Timișoara 300222, Romania","Bulevardul Vasile Pârvan 4 Timișoara 300222, Romania",45.7471544,21.2315903,,Romania
Drexel University Libraries,87918,2015-07-13,2015-07-01,library,,https://www.uvt.ro,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3300 Market St., Philadelphia PA 19104, USA","3141 Chestnut Street, Philadelphia, PA 19104, USA","3141 Chestnut Street, Philadelphia, PA 19104, USA",39.95411745,-75.1868492073772,,USA
Laboratory for Basic and Translational Cognitive Neuroscience,88115,2015-08-13,2015-08-01,research,,https://www.library.drexel.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"267 Cousteau Place Davis, CA 95618, USA","267 Cousteau Place Davis, CA 95618, USA","267 Cousteau Place Davis, CA 95618, USA",38.5512493,-121.7106508,,USA
Geotechnical Extreme Events Reconnaissance,88118,2015-08-28,2015-08-01,research,,https://mindbrain.ucdavis.edu/research/research-labs-folder/translational-cognitive-neuroscience,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA",37.8702807,-122.2586263,,USA
Sanglap: Journal of Literary and Cultural Inquiry,16076,2015-08-28,2015-08-01,research,,http://geerassociation.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"IIT Gandhinagar AB 4/333a, Gujarat, India","Buxa Feeder Road, Alipurduar, West Bengal 736121, India","Alipurduar, West Bengal 736121, India",26.4851573,89.5246926,,India
Facebase Consortium,88119,2015-09-08,2015-09-01,research,,http://sanglap-journal.in/index.php/sanglap,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4674 Admiralty Way, Marina del Rey, CA 90292, USA","4674 Admiralty Way, Marina del Rey, CA 90292, USA","4674 Admiralty Way, Marina del Rey, CA 90292, USA",33.9842713,-118.4559248,,USA
USC ISI Informatics Systems Research Division,88120,2015-09-08,2015-09-01,research,,https://www.facebase.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"4674 Admiralty Way, Marina del Rey, CA 90292, USA","4674 Admiralty Way, Marina del Rey, CA 90292, USA","4674 Admiralty Way, Marina del Rey, CA 90292, USA",33.9842713,-118.4559248,,USA
Archives Municipales Aix En Provence,77636,2015-09-11,2015-09-01,archives,municipal,http://aix.arkotheque.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel de Ville, 13616 Aix-en-Provence Cedex 1, France","25 allée de Philadelphie, 13100, Aix-en-Provence, France","25 allée de Philadelphie, 13100, Aix-en-Provence, France",43.5269033,5.43871810746677,13100,France
Biblioteca Digitale Ligure,64639,2015-10-11,2015-10-01,library,,https://www.isi.edu/technology_groups/isrd/overview,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Via Fieschi 17 - piano U6, I-16121 Genova GE, Italy","Via Fieschi 17 - piano U6, I-16121 Genova GE, Italy","Via Fieschi 17, I-16121 Genova GE, Italy",44.5363669,8.9969004,,Italy
Institute for Research in Classical Philosophy and Science,51643,2015-11-17,2015-11-01,research,,https://bibliotecadigitale.regione.liguria.it/opacbdl/opac/bdl/index.jsp;jsessionid=1C4EEA2468CBEAE780032963752A4B9D,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1077-3 Kerrimuir Road, Baysville, ON P0B 1A0, CANADA","1077 Kerrimuir Rd #3Baysville, ON P0B 1A0, Canada","Baysville, ON, Canada",45.1497562,-79.1151352,,Canada
Bibliography on the Architecture of Ancient Theater,38647,2015-11-18,2015-11-01,research,,https://www.iraa.mom.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"MSH Maison de l'Orient et de la Méditerranée - Jean Pouilloux 7 rue Raulin - 69365 Lyon cedex 7, France","7 rue Raulin, 69007, Lyon, France","7 rue Raulin, 69007, Lyon, France",45.7493468,4.8364041,69007,France
École nationale supérieure des mines de Paris,25652,2015-11-18,2015-11-01,university,national,https://www.minesparis.psl.eu/,False,NR,OP,CC,2015,https://patrimoine.mines-paristech.fr/ark/policy,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"60 Boulevard Saint-Michel, 75006, Paris, France","60 Boulevard Saint-Michel, 75006, Paris, France","60 Boulevard Saint-Michel, 75006, Paris, France",48.8456294,2.3396851,75006,France
Société archéologique de Namur,12998,2015-11-20,2015-11-01,research,,https://www.ircps.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Rue de Fer 35, 5000 Namur, Belgium","Rue de Fer 35, 5000 Namur, Belgium","Rue de Fer 35, 5000 Namur, Belgium",50.4650169,4.865032,,Belgium
Laboratoire de Recherche des Monuments Historiques,87211,2015-11-23,2015-11-01,research,,https://www.lrmh.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"29 rue de Paris, 77420, Champs-sur-Marne, France","29 rue de Paris, 77420, Champs-sur-Marne, France","29 rue de Paris, 77420, Champs-sur-Marne, France",48.8523196,2.6014807,77420,France
Service Ressources patrimoniales et culturelles du département de l'Ain,74215,2015-11-30,2015-11-01,administrative district,,https://patrimoines.ain.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel du Département, 45 avenue Alsace-Lorraine BP 114, 01000 BOURG EN BRESSE Cedex, France","45 avenue Alsace-Lorraine, 01000, Bourg-en-Bresse, France","45 avenue Alsace-Lorraine, 01000, Bourg-en-Bresse, France",46.202349,5.22224154222222,1000,France
Mappemonde,61219,2015-12-01,2015-12-01,publication,,http://mappemonde.mgm.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"M@ppemonde, UMR ESPACE, Université d’Avignon, Case 19 – 74 rue Louis Pasteur, 84029 Avignon Cedex, France","74 rue Louis Pasteur, 84029, Avignon, France","74 rue Louis Pasteur, 84029, Avignon, France",43.94915615,4.81800084304089,84029,France
"United Nations Educational, Scientific and Cultural Organization",48223,2015-12-03,2015-12-01,association,,https://www.lasan.be,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"UNESCO, New Delhi, Delhi 110029, India","1, San Martin Marg, Chanakyapuri, New Delhi, Delhi 110021, India","1, San Martin Marg, New Delhi, Delhi 110021, India",28.5956027,77.1779019,,India
Université de Haute-Alsace,35228,2015-12-05,2015-12-01,university,,http://www.scd.uha.fr/flora3/jsp/portal/index.jsp,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4 rue des Frères Lumière, 68093 Mulhouse CEDEX, France","18 Rue des Frères Lumière, 68100, Mulhouse, France","18 Rue des Frères Lumière, 68100, Mulhouse, France",47.7280026,7.3084472,68100,France
Energy Analysis and Environmental Impacts,88431,2015-12-05,2015-12-01,research,,https://en.unesco.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA",37.8702807,-122.2586263,,USA
Southern California Ocean Observing System,88436,2015-12-09,2015-12-01,research,,https://energyanalysis.lbl.gov/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"University of California, San Diego, Scripps Institution of Oceanography, 8880 Biological Grade, MESOM Bldg - rms 155 and 157, La Jolla, CA 92037, USA","9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
Coastal Data Information Program,88437,2015-12-09,2015-12-01,research,,https://sccoos.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
Archives départementales de la Vendée,22574,2015-12-14,2015-12-01,archives,departemental,http://www.archives.vendee.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"14, rue Haxo - BP 34 - 85001 La Roche-sur-Yon Cedex, France","14 Rue Haxo, 85000, La Roche-sur-Yon, France","14 Rue Haxo, 85000, La Roche-sur-Yon, France",46.6686191,-1.4282865,85000,France
Archives municipales de Saumur,83791,2016-01-05,2016-01-01,archives,municipal,http://archives.ville-saumur.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel de Ville, Rue Molière, CS 540030, 49 408 Saumur cedex, France","25 Quai Carnot, 49400, Saumur, France","25 Quai Carnot, 49400, Saumur, France",47.2615727,-0.0771321,49400,France
Bibliothèque nationale du Luxembourg,70795,2016-01-09,2016-01-01,library,,http://cdip.ucsd.edu/,False,NR,OP,CC,2016,https://info.persist.lu/en/arks-at-the-bnl/,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"37 bd F-D Roosevelt, 2450 Luxemburg, Luxembourg","37 Boulevard Franklin Delano Roosevelt, 1536 Luxemburg, Luxemburg","boulevard Roosevelt, Luxembourg",49.6083791,6.1322883,,Luxemburg
