who,what,when,when_yyyy_mm,Field,Area,where,how_nfp,how_nr,how_op,how_cc,how_year,how_policy,why,EZID,contact (surname),contact (firstname),contact (current only),Provider (surname),Provider (firstname),Provider (mail),address (postal),address (location),address (map),latitude,longitude,postcode,country
Revista de Investigacion UPEL-IPC,57801,2020-07-01,2020-07-01,publication,,https://revistas.upel.digital/index.php/revinvest/issue,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av Paez, El Paraiso, Caracas 1021, Venezuela","1021 Av. José Antonio Páez Caracas 1020, Distrito Capital, Venezuela","1021 Av. José Antonio Páez Caracas 1020, Distrito Capital, Venezuela",10.4856316,-66.9347159,,Venezuela
Algerian Journal of Signals and Systems,45147,2020-07-02,2020-07-01,publication,,http://ajss.dz/index.php/ajss,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Avenue de l'indépendance, Boumerdès, Algeria","Avenue de l'indépendance, Boumerdès, Algeria","Avenue de l'indépendance, Boumerdès, Algeria",36.7638583,3.4770979,,Algeria
Universidade Federal Fluminense,32152,2020-07-08,2020-07-01,university,,http://www.uff.br/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"R. Des. Ellis Hermydio Figueira, 783 - Bloco A - Aterrado, Volta Redonda - RJ, 27213-145, Brasil","R. Des. Ellis Hermydio Figueira, 783 - Bloco A - Aterrado, Volta Redonda - RJ, 27213-145, Brasil","Volta Redonda, Brasil",-22.5225497,-44.1040128,,Brazil
Revista Cubana de Administración Pública y Empresarial,19155,2020-07-15,2020-07-01,publication,,https://apye.esceg.cu/index.php/apye,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Boyeros, Havana, Cuba","Boyeros, Havana, Cuba","Boyeros, Havana, Cuba",23.0002058,-82.3881198,,Cuba
Polifonia Academia Paulista de Direito International Law Review,80372,2020-07-16,2020-07-01,publication,,https://apd.org.br/polifonia-revista-internacional-da-academia-paulista-de-direito,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1471 Paulista Avenue, Ap. 717, Sao Paulo, SP, #01311-200, Brazil","Av. Paulista, 1471 - 717 - Jardim Paulista São Paulo - SP, 01311-200, Brazil","Av. Paulista, 1471, Jardim Paulista São Paulo, Brazil",-23.5624509,-46.6556124,,Brazil
Hoover Institution Library & Archives,54723,2020-07-20,2020-07-01,library,,https://www.hoover.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"550 Serra Mall, Stanford, CA 94305, USA","550 Serra Mall, Stanford, CA 94305, USA","550 Serra Mall, Stanford, CA 94305, USA",37.42762595,-122.166968342948,,USA
Kantonale Denkmalpflege Zürich,41728,2020-07-21,2020-07-01,museum,,https://www.zh.ch/de/sport-kultur/kultur/kulturerbe/denkmalpflege.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Stettbachstrasse 7, 8600 Dübendorf, Switzerland","Stettbachstrasse 7, 8600 Dübendorf, Switzerland","Stettbachstrasse 7, 8600 Dübendorf, Switzerland",47.3942052,8.60181497658007,,Switzerland
"DERC - Departamento de Ergometria, Exercício, Cardiologia Nuclear e Reabilitação Cardiovascular da SBC",28731,2020-07-23,2020-07-01,research,,https://www.revista.derc.org.br,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av. Marechal Câmara, 160 - 3º andar - Sala: 330 - Centro / Rio de Janeiro / RJ - Brasil - CEP: 20020-907","Av. Mal. Câmara, 160 - 3º andar - Sala: 330 - Centro Rio de Janeiro - RJ, 20021-380, Brazil","Rio de Janeiro, Brazil",-22.9110137,-43.2093727,,Brazil
Accademia dei Georgofili,15734,2020-07-23,2020-07-01,research,,http://www.georgofili.it,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Via capo di Mondo 78, Firenze, Italy","Via Capo di Mondo, 78 50136 Firenze FI, Italy","Via Capo di Mondo, 78 50136 Firenze FI, Italy",43.7748951,11.2783035,,Italy
Chetnagiri Biotech,51304,2020-08-12,2020-08-01,research,,https://www.chetnagiri.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"House No. 64, Near Samaj Bhawan, Khairlanji, Sakoli, Maharashtra 441802, India","House No. 64, Near Samaj Bhawan, Khairlanji, Sakoli, Maharashtra 441802, India","Khairlanji, Sakoli, Maharashtra 441802, India",21.1002433,79.9877447,,India
Monteverdia Scientific Journal,38307,2020-08-13,2020-08-01,publication,,https://revistas.reduc.edu.cu/index.php/monteverdia,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Camagüey, Cuba","Camagüey, Cuba","Camagüey, Cuba",21.3791765,-77.9183681,,Cuba
Editora Kirja,25310,2020-08-18,2020-08-01,publication,,http://kirjaeditora.mozello.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"R. Francisco W Horta, 105 Serra Negra, São Paulo, Brazil","R. Francisco W Horta, 105 - Bosque das Arapongas Serra Negra - SP, 13930-000, Brazil","Serra Negra, Brazil",-22.61222,-46.70056,,Brazil
International Journal of Legal Enforcement,73875,2020-08-21,2020-08-01,publication,,http://www.internationaljournaloflegalenforcement-ijle.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"No. 113, 100 Feet Road, Tharamani, Chennai 600113, Tamil Nadu, India","No. 113, 100 Feet Road, Tharamani, Chennai 600113, Tamil Nadu, India","Tharamani, Chennai 600113, Tamil Nadu, India",12.98515725,80.2409747667036,,India
Global Research Online,60880,2020-08-24,2020-08-01,publication,,https://www.globalresearchonline.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Bangalore, India","Bangalore, India","Bangalore, India",12.9791198,77.5912997,,India
evematringe bl0g,21890,2020-08-24,2020-08-01,research,,https://www.evematringe.eu/bl0g,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4 rue Bender, L-1229 Luxembourg","4 rue Bender, L-1229 Luxembourg","4 rue Bender, Luxembourg, Luxembourg",49.60325805,6.13470033517193,,Luxemburg
Indology,83451,2020-08-26,2020-08-01,research,,https://indology.info,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"11126 78 Ave NW, Edmonton, AB T6G0M6, Canada","11126 78 Ave NW, Edmonton, AB T6G0M6, Canada","11126 78 Ave NW, Edmonton, AB, Canada",53.5142213090909,-113.517848827273,,Canada
Specify Collections Consortium,18471,2020-09-08,2020-09-01,archives,,https://www.specifysoftware.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1345 Jayhawk Boulevard, Lawrence, KS 66045, USA","1345 Jayhawk Boulevard, Lawrence, KS 66045, USA","1345 Jayhawk Boulevard, Lawrence, KS 66045, USA",38.95855285,-95.2438056390052,,USA
Iguaco,67035,2020-09-09,2020-09-01,education,,https://www.iguaco.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Gumelenstrasse 13, 8810 Horgen, Switzerland","Gumelenstrasse 13, 8810 Horgen, Switzerland","Gumelenstrasse 13, 8810 Horgen, Switzerland",47.26181965,8.58994629151746,,Switzerland
University of Santa Cruz Genomics Institute,41042,2020-09-11,2020-09-01,university,,https://cells.ucsc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1156 High St, Genomics Institute, Santa Cruz, CA 95064, USA","1156 High St, Genomics Institute, Santa Cruz, CA 95064, USA","1156 High Street, Santa Cruz, CA 95064, USA",36.9773836423961,-122.054935671938,,USA
Loyola University New Orleans,89608,2020-09-16,2020-09-01,university,,http://loynosca.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"6363 St. Charles Ave., New Orleans, LA 70118, USA","6363 St. Charles Ave., New Orleans, LA 70118, USA","6363 St. Charles Ave., New Orleans, LA 70118, USA",29.9339772,-90.1214455,,USA
Leventhal Map & Education Center,76611,2020-09-16,2020-09-01,education,,https://www.leventhalmap.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"700 Boylston St, Boston MA 02116, USA","700 Boylston St, Boston MA 02116, USA","700 Boylston Street, Boston MA 02116, USA",42.3493298,-71.0786547381636,,USA
Wildlife Insights,63614,2020-09-18,2020-09-01,IT,,https://app.wildlifeinsights.org/explore,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2011 Crystal Drive, Suite 600, Arlington VA 22202, USA","2011 Crystal Drive, Suite 600, Arlington VA 22202, USA","2011 Crystal Drive, Arlington VA 22202, USA",38.8541104,-77.0490964,,USA
Metadata Research Center at Drexel University,13183,2020-09-21,2020-09-01,research,,https://id.cci.drexel.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3675 Market St 10th floor, Philadelphia, PA 19104, USA","3675 Market St 10th floor, Philadelphia, PA 19104, USA","3675 Market Street, Philadelphia, PA 19104, USA",39.95677935,-75.19521349625,,USA
DePauw University Archives,86187,2020-10-19,2020-10-01,university,,https://www.depauw.edu/libraries/about/librarylocations/archives/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"11 East Larrabee Street, Greencastle, IN 46135, USA","Greencastle, IN 46135, USA","Greencastle, IN 46135, USA",39.6496247,-86.8844104,,USA
Editura Servo-sat,73190,2020-10-22,2020-10-01,publication,,https://www.servo-sat.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"DJ707A 43, Caprioara, 317271, Romania","DJ707A 43, Caprioara, 317271, Romania","DJ707A 43, Caprioara, 317271, Romania",45.9832404,22.2801767,,Romania
Universidad Autónoma del Estado de México,60194,2020-10-27,2020-10-01,university,,https://hemeroteca.uaemex.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Ciudad Universitaria s/n, Cerro de Coatepec, Toluca, Estado de México","Calle Cerro de Coatepec Universitaria, 50130 Toluca de Lerdo, Méx., México","50130 Toluca de Lerdo, Méx., México",19.2757382,-99.6572963730888,,México
New Literaria,47199,2020-10-30,2020-10-01,research,,https://www.newliteraria.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 Raja Bazar Main Road, Midnapore, West Bengal 721101, India","2 Raja Bazar Main Road, Midnapore, West Bengal 721101, India","Midnapore, West Bengal 721101, India",22.4207025,87.3269963,,India
Signpost BV,34545,2020-11-05,2020-11-01,publication,,http://signpostbv.nl/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Wolfsakker 5A, 9160 Lokeren, Belgium","Wolfsakker 5A, 9160 Lokeren, Belgium","Wolfsakker 5A, 9160 Lokeren, Belgium",51.0898781,4.0175821,,Belgium
Kasmera,18129,2020-11-22,2020-11-01,publication,,https://produccioncientificaluz.org/index.php/kasmera/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"68 Avenida 20, Maracaibo, Venezuela","68 Avenida 20 Maracaibo 4005, Zulia, Venezuela","68 Avenida 20 Maracaibo 4005, Zulia, Venezuela",10.6942222,-71.6407005,,Venezuela
The June L. Mazer Lesbian Archives,66351,2020-11-29,2020-11-01,archives,,https://www.mazerlesbianarchives.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"626 N. Robertson Blvd. West Hollywood, CA 90069, USA","626 N. Robertson Blvd. West Hollywood, CA 90069, USA","626 N. Robertson Blvd. West Hollywood, CA 90069, USA",34.0816322571429,-118.3853374,,USA
Curtin University,53697,2020-11-29,2020-11-01,university,,https://curtin.edu.au,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Kent St, Curtin University, Bentley, WA 6102, Australia","Kent St, Bentley WA 6102, Australia","Kent St, Bentley WA 6102, Australia",-32.0067215,115.8885693,,Australia
Bibliothèques de Laval,14708,2020-12-05,2020-12-01,library,,https://biblio.laval.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1555 Boulevard Chomedey, Laval, QC H7V 3Z1, Canada","325, boulevard Cartier Ouest Laval (Québec) H7N 2J5, Canada","325, boulevard Cartier Ouest Laval, QC, Canada",45.5518523,-73.7081363,,Canada
Densho,88922,2020-12-14,2020-12-01,archives,,https://identifiers.densho.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1416 S. Jackson St, Seattle, WA 98144, USA","1416 S. Jackson St, Seattle, WA 98144, USA","1416 S. Jackson St, Seattle, WA 98144, USA",47.599733,-122.3133072,,USA
"The National Gallery, London",75927,2020-12-14,2020-12-01,museum,,https://data.ng-london.org.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"The National Gallery, Trafalgar Square, London, WC2N 5DN, UK","Trafalgar Square, Charing Cross, London WC2N 5DN, UK","Trafalgar Square, London, UK",51.508037,-0.128049410707247,,United Kingdom
Wildlife Conservation Society Library and Archives,63273,2020-12-16,2020-12-01,library,,https://library.wcs.org/Archives.aspx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2300 Southern Boulevard, Bronx, NY 10460, USA","2300 Southern Boulevard, Bronx, NY 10460, USA","2300 Southern Boulevard, Bronx, NY 10460, USA",40.85066,-73.882546,,USA
"Institute of Information Science, Academia Sinica, Taiwan",37281,2020-12-23,2020-12-01,research,,https://pid.depositar.io,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"No. 128, Section 2, Nangang District, Taipei City 115, Taiwan","No. 128, Section 2, Nangang Road, Nangang District Taipei City, Taïwan 115","Nangang District Taipei City, Taïwan",25.0545779,121.6065999,,Taïwan
Center for Adventist Research,24284,2020-12-23,2020-12-01,research,,https://www.centerforadventistresearch.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4190 Administration Drive, Berrien Springs, MI 49103, USA","4190 Administration Drive, Berrien Springs, MI 49103, USA","Berrien Springs, MI 49103, USA",41.9464336,-86.3388965,,USA
Niagara Falls Public Library,85503,2021-01-05,2021-01-01,library,,https://nflh.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1425 Main St Niagara Falls, NY 14305, USA","1425 Main St Niagara Falls, NY 14305, USA","1425 Main Street, Niagara Falls, NY 14305, USA",43.1022641,-79.0512967,,USA
Musée national d'histoire et d'art Luxembourg,72849,2021-01-11,2021-01-01,museum,,https://collections.mnha.lu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Marché-aux-Poissons, 2345, Luxembourg, Luxembourg","Marché-aux-Poissons, 2345, Luxembourg, Luxembourg","Marché-aux-Poissons, 2345, Luxembourg, Luxembourg",49.611494,6.13385739371941,,Luxemburg
Real Sociedad Bascongada de los Amigos del País,33860,2021-01-16,2021-01-01,research,,https://rsbap.org/ojs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Peña y Goñi, 5, 20002 Donostia-San Sebastián, San Sebastian, Spain","Peña y Goñi Kalea, 5 20002 Donostia, Gipuzkoa, Spain","5 20002 Donostia, Gipuzkoa, Spain",43.3184863,-1.9836406,,Spain
Africa Development and Resources Research Institute,82425,2021-01-21,2021-01-01,research,,https://www.adrri.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Koforidua-Nsutam Rd, Koforidua, Ghana","Koforidua-Nsutam Rd, Koforidua, Ghana","Koforidua, Ghana",6.1104472,-0.2673795,,Ghana
Dixon Pentecostal Research Center - Lee University,43436,2021-01-22,2021-01-01,research,,https://www.dixonprc.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"260 11th Street NE, Cleveland, TN 37311, USA","260 11th Street NE, Cleveland, TN 37311, USA","260 11th Street NE, Cleveland, TN 37311, USA",35.1639272244898,-84.8688511020408,,USA
Bibliotheca Hertziana - Max Planck Institute for Art History,30440,2021-01-26,2021-01-01,library,,https://ark.biblhertz.it,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"via Gregoriana 28, 00128 Rome, Italy","Via Gregoriana, 28 00187 Roma RM, Italy","Via Gregoriana, 28 00187 Roma RM, Italy",41.9039977,12.485448,,Italy
Universidad Nacional Experimental de los Llanos Centrales Rómulo Gallegos,53012,2021-02-02,2021-02-01,university,,https://ceiacergunergs.wordpress.com/ediciones-de-la-revista/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"av. 23 de Enero, Calabozo, Venezuela","Avenida 23 de Enero Calabozo, Guárico, Venezuela","Avenida 23 de Enero Calabozo, Guárico, Venezuela",8.9334123,-67.426909,,Venezuela
Sistema bibliotecario dell'Università di Verona,40016,2021-02-02,2021-02-01,library,,https://www.univr.it/it/biblioteche,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"via San Francesco 22, 37129, Verona, Italy","Via San Francesco, 22 37129 Verona VR, Italy","Via San Francesco, 22 37129 Verona VR, Italy",45.436803,11.003417,,Italy
National Library of Mexico,27021,2021-02-03,2021-02-01,library,,https://BNM.iib.unam.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Circuito Mario de la Cueva, Cd Universitaria, UNAM, Mexico","Cd Universitaria, UNAM, Mexico","Ciudad Universitaria, Mexico, Mexico",19.3215473,-99.1849188,,Mexico
Jizerska-knihovna,88582,2021-02-05,2021-02-01,IT,,https://webnode.cz,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Na Pískovně 667, Liberec, 46014, Czech republic","Na Pískovně 667 Ruprechtice, 460 14 Liberec, Czech republic","Na Pískovně 667 Ruprechtice, 460 14 Liberec, Czech republic",50.7863566,15.0564883,,Czech Republic
Revista Científico Hombre Ciencia y Tecnología,75585,2021-02-09,2021-02-01,publication,,http://www.ciencia.gtmo.inf.cu/index.php/http,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"13 Norte, Guantánamo, Cuba","13 Norte, Guantánamo, Cuba","13 Norte, Guantánamo, Cuba",20.1584095,-75.2090548,,Cuba
California Historical Society,62588,2021-02-09,2021-02-01,research,,https://californiahistoricalsociety.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"678 Mission St, San Francisco, CA 94110, USA","678 Mission St, San Francisco, CA 94105, USA","678 Mission St, San Francisco, CA 94105, USA",37.78695955,-122.401638,,USA
State Library Victoria,49592,2021-02-16,2021-02-01,library,,https://www.slv.vic.gov.au/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"328 Swanston Street, Melbourne, Victoria 3000, Australia","328 Swanston St, Melbourne VIC 3000, Australia","328 Swanston St, Melbourne VIC 3000, Australia",-37.8097696,144.965535169952,,Australia
Software Systems Lab,23943,2021-02-24,2021-02-01,IT,,https://www.sosy-lab.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Oettingenstr. 67, 80538 München, Germany","Oettingenstr. 67, 80538 München, Germany","Oettingenstr. 67, 80538 München, Germany",48.1500233,11.5942831,,Germany
Brill,10948,2021-03-02,2021-03-01,university,,https://data.brill.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Plantijnstraat 2, 2321 JC, Leiden, The Netherlands","Plantijnstraat 2, 2321 JC, Leiden, The Netherlands","Plantijnstraat 2, 2321, Leiden, The Netherlands",52.1420831,4.4886679,,Netherlands
Paleo Core,72164,2021-03-04,2021-03-01,research,,https://paleocore.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2100 Speedway, Austin, TX 78712, USA","2100 Speedway Austin, TX 78705, USA","2100 Speedway Austin, TX 78705, USA",30.283599,-97.737516,,USA
Max Planck Institute of Molecular Cell Biology and Genetics,17104,2021-03-12,2021-03-01,research,,https://www.mpi-cbg.de/home,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Pfotenhauerstrasse 108, Dresden, 01307, Germany","Pfotenhauerstrasse 108, Dresden, 01307, Germany","Pfotenhauerstrasse 108, Dresden, 01307, Germany",51.05884045,13.784511178814,,Germany
"Silfersysten, Revista Sientifikha",78321,2021-03-14,2021-03-01,publication,,https://silfersystem.site/revista/index.php/sf,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av. Arequipa 1345 Lince, Lima, Perú","Av. Arequipa 1345 Miraflores 15074,Perù","Av. Arequipa 1345 Miraflores 15074,Perù",-12.1170613,-77.0293696,,Peru
SZTAKI,65326,2021-03-17,2021-03-01,IT,,https://www.sztaki.hu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"13-17 Kende u., Budapest, Hungary","Kende u. 13-17 Budapest, 1111 Hungary","Kende u. 13-17 Budapest, 1111 Hungary",47.4782938,19.0520926986248,,Hungary
New York School of Interior Design,52671,2021-03-18,2021-03-01,university,,http://nysidarchives.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"170 East 70th Street, New York, NY 10021, USA","170 East 70th Street, New York, NY 10021, USA","170 East 70th Street, New York, NY 10021, USA",40.7685442,-73.9624782559877,,USA
Observatorio de la Deuda Social Argentina (ODSA) de la Universidad Católica Argentina (UCA),26680,2021-03-23,2021-03-01,research,,https://poblaciones.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av. Alicia Moreau de Justo 1500. 4º piso, of. 462, Buenos Aires, Argentina","4º piso, of. 462 Av. Alicia Moreau de Justo 1500, C1107AFB, Buenos Aires,Argentina","462 Av. Alicia Moreau de Justo 1500, Buenos Aires,Argentina",-34.6038257503356,-58.3668992060403,,Argentina
Acta Académica,13683,2021-03-23,2021-03-01,IT,,https://aacademica.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Pedro Morán 2946, Buenos Aires, Argentina","Pedro Morán 2946 C1419 HJR, Buenos Aires, Argentina","Pedro Morán 2946, Buenos Aires, Argentina",-34.5931753673469,-58.4967273387755,,Argentina
Facultad de Ciencias de la Educación Universidad Nacional de Entre Ríos,62247,2021-03-25,2021-03-01,university,,http://pcient.uner.edu.ar/elcardo,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Alameda de la Federación 126, Paraná, Entre Ríos, Argentina","Alameda de la Federación 126, Paraná, Entre Ríos, Argentina","Alameda de la Federación 126, Paraná, Entre Ríos, Argentina",-31.7266015714286,-60.5298972142857,,Argentina
Kingston Public Library Local History Collections,49252,2021-03-25,2021-03-01,library,,https://kplma.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"33 Summer St. Kingston, MA 02364, USA","33 Summer St. Kingston, MA 02364, USA","33 Summer St. Kingston, MA 02364, USA",41.9959592822384,-70.7292330821263,,USA
Real Biblioteca,36256,2021-03-25,2021-03-01,library,,https://www.realbiblioteca.es,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Palacio Real, C. Bailén, s.n., 28071 Madrid, Spain","Palacio Real, C. Bailén, s.n., 28071 Madrid, Spain","Palacio Real, 28071 Madrid, Spain",40.4178207,-3.71511144994633,,Spain
Prince of Peace Abbey Library,10263,2021-03-26,2021-03-01,library,,https://www.princeofpeaceabbey.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"650 Benet Hill Rd, Oceanside, CA 92058, USA","650 Benet Hill Rd, Oceanside, CA 92058, USA","650 Benet Hill Rd, Oceanside, CA 92058, USA",33.2226666781147,-117.363654491653,,USA
DrEdGE: Differential Expression Gene Explorer,84478,2021-03-29,2021-03-01,IT,,https://dredge.ptgolden.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"400 Davie Rd, Carrboro NC 27510, USA","400 Davie Rd, Carrboro NC 27510, USA","400 Davie Road, Carrboro NC 27510, USA",35.91115265,-79.08524496656,,USA
