Who,What,When,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location)
Archives de la Loire Atlantique,42067,2015-06-30,https://archives.loire-atlantique.fr/44/accueil-archives/j_6,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"6 rue de Bouillé, CS 23505, 44035 Nantes cedex 1, France","6 rue de Bouillé, 44000, Nantes, France"
Universitatea de Vest din Timişoara,29071,2015-07-01,https://www.uvt.ro,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bulevardul Vasile Pârvan 4, Timișoara, Romania","Bulevardul Vasile Pârvan 4 Timișoara 300222, Romania"
Drexel University Libraries,87918,2015-07-13,https://www.library.drexel.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"3300 Market St., Philadelphia PA 19104, USA","3141 Chestnut Street, Philadelphia, PA 19104, USA"
Laboratory for Basic and Translational Cognitive Neuroscience,88115,2015-08-13,https://mindbrain.ucdavis.edu/research/research-labs-folder/translational-cognitive-neuroscience,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"267 Cousteau Place Davis, CA 95618, USA","267 Cousteau Place Davis, CA 95618, USA"
Geotechnical Extreme Events Reconnaissance,88118,2015-08-28,http://geerassociation.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Sanglap: Journal of Literary and Cultural Inquiry,16076,2015-08-28,http://sanglap-journal.in/index.php/sanglap,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"IIT Gandhinagar AB 4/333a, Gujarat, India","Buxa Feeder Road, Alipurduar, West Bengal 736121, India"
Facebase Consortium,88119,2015-09-08,https://www.facebase.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"4674 Admiralty Way, Marina del Rey, CA 90292, USA","4674 Admiralty Way, Marina del Rey, CA 90292, USA"
USC ISI Informatics Systems Research Division,88120,2015-09-08,https://www.isi.edu/technology_groups/isrd/overview,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"4674 Admiralty Way, Marina del Rey, CA 90292, USA","4674 Admiralty Way, Marina del Rey, CA 90292, USA"
Archives Municipales Aix En Provence,77636,2015-09-11,http://aix.arkotheque.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel de Ville, 13616 Aix-en-Provence Cedex 1, France","25 allée de Philadelphie, 13100, Aix-en-Provence, France"
Biblioteca Digitale Ligure,64639,2015-10-11,https://bibliotecadigitale.regione.liguria.it/opacbdl/opac/bdl/index.jsp;jsessionid=1C4EEA2468CBEAE780032963752A4B9D,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Via Fieschi 17 - piano U6, I-16121 Genova GE, Italy","Via Fieschi 17 - piano U6, I-16121 Genova GE, Italy"
Institute for Research in Classical Philosophy and Science,51643,2015-11-17,https://www.ircps.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1077-3 Kerrimuir Road, Baysville, ON P0B 1A0, CANADA","1077 Kerrimuir Rd #3Baysville, ON P0B 1A0, Canada"
Bibliography on the Architecture of Ancient Theater,38647,2015-11-18,https://www.iraa.mom.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"MSH Maison de l'Orient et de la Méditerranée - Jean Pouilloux 7 rue Raulin - 69365 Lyon cedex 7, France","7 rue Raulin, 69007, Lyon, France"
École nationale supérieure des mines de Paris,25652,2015-11-18,https://www.minesparis.psl.eu/,False,NR,OP,CC,2015,https://patrimoine.mines-paristech.fr/ark/policy,ARK,Anonyme,Anonyme,contact@email.com,,,,"60 Boulevard Saint-Michel, 75006, Paris, France","60 Boulevard Saint-Michel, 75006, Paris, France"
Société archéologique de Namur,12998,2015-11-20,https://www.lasan.be,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rue de Fer 35, 5000 Namur, Belgium","Rue de Fer 35, 5000 Namur, Belgium"
Laboratoire de Recherche des Monuments Historiques,87211,2015-11-23,https://www.lrmh.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"29 rue de Paris, 77420, Champs-sur-Marne, France","29 rue de Paris, 77420, Champs-sur-Marne, France"
Service Ressources patrimoniales et culturelles du département de l'Ain,74215,2015-11-30,https://patrimoines.ain.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel du Département, 45 avenue Alsace-Lorraine BP 114, 01000 BOURG EN BRESSE Cedex, France","45 avenue Alsace-Lorraine, 01000, Bourg-en-Bresse, France"
Mappemonde,61219,2015-12-01,http://mappemonde.mgm.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"M@ppemonde, UMR ESPACE, Université d’Avignon, Case 19 – 74 rue Louis Pasteur, 84029 Avignon Cedex, France","74 rue Louis Pasteur, 84029, Avignon, France"
"United Nations Educational, Scientific and Cultural Organization",48223,2015-12-03,https://en.unesco.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"UNESCO, New Delhi, Delhi 110029, India","1, San Martin Marg, Chanakyapuri, New Delhi, Delhi 110021, India"
Université de Haute-Alsace,35228,2015-12-05,http://www.scd.uha.fr/flora3/jsp/portal/index.jsp,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 rue des Frères Lumière, 68093 Mulhouse CEDEX, France","18 Rue des Frères Lumière, 68100, Mulhouse, France"
Energy Analysis and Environmental Impacts,88431,2015-12-05,https://energyanalysis.lbl.gov/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Southern California Ocean Observing System,88436,2015-12-09,https://sccoos.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"University of California, San Diego, Scripps Institution of Oceanography, 8880 Biological Grade, MESOM Bldg - rms 155 and 157, La Jolla, CA 92037, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Coastal Data Information Program,88437,2015-12-09,http://cdip.ucsd.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Archives départementales de la Vendée,22574,2015-12-14,http://www.archives.vendee.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"14, rue Haxo - BP 34 - 85001 La Roche-sur-Yon Cedex, France","14 Rue Haxo, 85000, La Roche-sur-Yon, France"
Archives municipales de Saumur,83791,2016-01-05,http://archives.ville-saumur.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel de Ville, Rue Molière, CS 540030, 49 408 Saumur cedex, France","25 Quai Carnot, 49400, Saumur, France"
Bibliothèque nationale du Luxembourg,70795,2016-01-09,https://persist.lu,False,NR,OP,CC,2016,https://info.persist.lu/en/arks-at-the-bnl/,ARK,Anonyme,Anonyme,contact@email.com,,,,"37 bd F-D Roosevelt, 2450 Luxemburg, Luxembourg","37 Boulevard Franklin Delano Roosevelt, 1536 Luxemburg, Luxemburg"
Joint Center for Artificial Photosynthesis in Chemical Sciences Division,88734,2016-01-19,https://solarfuelshub.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1200 E. California Blvd. Pasadena, CA 91125-3200, USA","1200 E. California Blvd. Pasadena, CA 91125-3200, USA"
bioCADDIE,57799,2016-01-20,https://biocaddie.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"500 Gilman Drive, La Jolla, CA 92092-0608, USA","500 Gilman Dr San Diego, CA 92161, USA"
Université de Caen Normandie,44804,2016-01-21,https://www.unicaen.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Espl. de la Paix, 14032, Caen, France","Espl. de la Paix, 14032, Caen, France"
Durham University Library,32150,2016-02-16,http://n2t.durham.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Palace Green, Durham DH1 3RN, United Kingdom","Palace Green, Durham DH1 3RN, United Kingdom"
Durham Cathedral Library,19154,2016-02-16,http://n2t.durham.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"The College, Durham DH1 3EH, United Kingdom","5 The College, Library (Heritage Collections), Durham DH1 3EH, United Kingdom"
Ushaw College Library,80371,2016-02-16,http://n2t.durham.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Stockton Road, Durham, DH1 3LE, UK","Woodland Rd, Durham DH7 9RH, United Kingdom"
UCLA Civil and Environmental Engineering,80352,2016-03-11,https://www.cee.ucla.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"420 Westwood Plaza 5731 Boelter Hall Los Angeles, CA 90095 USA","580 Portola Plaza, Los Angeles, CA 90095, USA"
UC Observatories,80353,2016-03-16,https://www.ucobservatories.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1156 High Street, Santa Cruz, CA 95064, USA","1156 High Street, Santa Cruz, CA 95064, USA"
Berkeley Linguistics Society,80354,2016-03-18,http://linguistics.berkeley.edu/bls/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Institut de l'information scientifique et technique,67375,2016-03-30,https://www.inist.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2, Allée du Parc de Brabois, Rue Jean Zay, 54500, Vandœuvre-lès-Nancy, France","2, Allée du Parc de Brabois, Rue Jean Zay, 54500, Vandœuvre-lès-Nancy, France"
LBNL Climate & Ecosystems Science Division,80358,2016-03-30,https://esd.lbl.gov/our-divisions/climate-ecosystem-sciences,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
College of William & Mary Libraries,81220,2016-04-07,https://swem.wm.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Earl Gregg Swem Library William & Mary 400 Landrum Drive Williamsburg, VA 23186","400 Landrum Dr, Williamsburg, VA 23186, USA"
Bibliothèque Municipale d'Angers  ,54380,2016-04-08,https://commulysse.angers.fr/Actualite/p95/Le-Patrimoine-rouvre-pour-les-chercheurs-et-reste-en-ligne-pour-tous,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"49 Rue Toussaint, 49100, Angers, France","49 Rue Toussaint, 49100, Angers, France"
Eclair Preservation S.A.S.,41726,2016-04-20,https://eclair.digital/fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"70 Rue Jean Bleuzen, 92170, Vanves, France","70 Rue Jean Bleuzen, 92170, Vanves, France"
Programa de Pós-Graduação em Design - Universidade Federal do Rio Grande do Sul,28730,2016-04-20,http://www.pgdesign.ufrgs.br,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenida Oswaldo Aranha, nº99 6º andar - sala 607 CEP 90035-190 Porto Alegre - RS Brazil","Av. Osvaldo Aranha, 99 - Centro Histórico Porto Alegre - RS, 90035-190, Brazil"
Bibliothèque Interuniversitaire de la Sorbonne,15733,2016-04-21,http://www.bibliotheque.sorbonne.fr/biu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"17 Rue de la Sorbonne, 75005, Paris, France","17 Rue de la Sorbonne, 75005, Paris, France"
Archives Municipales de la ville de Château d'Olonne,89947,2016-04-21,https://archives.lechateaudolonne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel de Ville, 53 rue Séraphin Buton, 85180, Le Château d’Olonne, France","53 rue Séraphin Buton, Le Château-d'Olonne, 85180, Les Sables d'Olonne, France"
Southern Philippines Medical Center,76951,2016-04-21,http://ark.spmcpapers.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"J.P. Laurel Avenue, Bajada, Davao City, Philippines 8000","J.P. Laurel Avenue, Bajada, Davao City, Philippines 8000"
Archives de Monaco,63956,2016-04-26,https://archives.mairie.mc,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"98015, Monaco","Place de la Mairie, 98000 Monaco"
Archives départementales de la Loire,51302,2016-04-27,https://www.loire.fr/jcms/ci_526798/archives-departementales,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"6 Rue Barrouin, 42000, Saint-Étienne, France","6 Rue Barrouin, 42000, Saint-Étienne, France"
Archives nationales de France,38306,2016-04-28,https://www.archives-nationales.culture.gouv.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"59, rue Guynemer, 93393, Pierrefitte-sur-Seine, France","59, rue Guynemer, 93393, Pierrefitte-sur-Seine, France"
UC San Diego Philosophy Dept.,81224,2016-05-06,https://philosophy.ucsd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Drive #0119 La Jolla CA 92023, USA","9500 Gilman Dr. La Jolla, CA 92093, USA"
UCSD Metabolomics Workbench,81228,2016-05-16,https://www.metabolomicsworkbench.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Drive #435 La Jolla, CA 92093, USA","9500 Gilman Dr. La Jolla, CA 92093, USA"
UCSB ECE Dept Mostofi Lab,81229,2016-05-18,https://web.ece.ucsb.edu/~ymostofi/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Harold Frank Hall 4155 Dept of ECE UCSB Santa Barbara, CA 93106, USA","Harold Frank Hall, Santa Barbara, CA 93106, USA"
Woodbury University School of Architecture,25309,2016-05-25,https://woodbury.edu/program/school-of-architecture/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"7500 N Glenoaks Blvd, Burbank, CA 91504, USA","7500 N Glenoaks Blvd, Burbank, CA 91504, USA"
Hachette Livre,12313,2016-05-27,https://www.hachette.com/fr/accueil/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"58 rue jean bleuzen cs 70007 92178 vanves cedex, France","58, rue Jean Bleuzen, 92170, Vanves, France"
UCSD Scripps Spray Plotting,81238,2016-06-07,http://spray.ucsd.edu/pub/rel/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr #0230, La Jolla, CA 92093-0230, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Maskott,86527,2016-06-14,https://www.maskott.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"21 avenue des Belges, 43000, Le Puy en Velay, France","21 avenue des Belges, 43000, Le Puy en Velay, France"
ITOP éducation,73532,2016-06-14,https://www.itopeducation.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Route de l'Orme des Merisiers, 91190, Saint-Aubin, France","Route de l'Orme des Merisiers, 91190, Saint-Aubin, France"
eduMedia,60878,2016-06-14,https://www.edumedia-sciences.com/fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"8 rue Borie, 33300, Bordeaux, France","8 rue Borie, 33300, Bordeaux, France"
Marine and Coastal Research Institute of Columbia,81239,2016-06-14,http://www.invemar.org.co,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Calle 25 No. 2-55, Playa Salguero,Santa Marta D.T.C.H., Colombia","Calle 25, Playa Salguero, Santa Marta, Colombia"
Cabrilog SAS,47882,2016-06-15,https://cabri.com/fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"122 avenue du Vercors, 38600, Fontaine, France","122 avenue du Vercors, 38600, Fontaine, France"
Encyclopædia Universalis,34885,2016-06-20,http://www.universalis-edu.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"88 ter avenue du Général Leclerc, 92100, Boulogne-Billancourt, France","88 ter avenue du Général Leclerc, 92100, Boulogne-Billancourt, France"
Editis Pôle Éducation & Référence,21889,2016-06-27,https://www.editis-education.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"30 Place d'Italie, 75013, Paris, France","30 Place d'Italie, 75013, Paris, France"
Toulon Provence Méditerranée,83108,2016-06-28,https://metropoletpm.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"107 Boulevard Henri Fabre, 83000, Toulon, France","107 Boulevard Henri Fabre, 83000, Toulon, France"
Association Sésamath,70454,2016-07-06,https://www.sesamath.net,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1350 Route des fruitiers - Les Planards, 26600, Erôme, France","1350 Route des fruitiers - Les Planards, 26600, Erôme, France"
UCB Geotechnical Engineering Research,81418,2016-07-09,https://www.ce.berkeley.edu/programs/geo,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Davis Hall, UC Berkeley, Berkeley CA 94720, USA","Davis Hall, Berkeley CA 94720, USA"
Saint-Gobain,57458,2016-07-25,https://www.saint-gobain.com/fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Tour Saint-Gobain, 12 place de l'Iris, 92096 La Défense Cedex, France","Tour Saint-Gobain, 12 place de l'Iris, 92400, Courbevoie, France"
Remix the Manuscript,44461,2016-08-06,https://sites.dartmouth.edu/RemixBrut,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"210A Reed Hall Hanover, NH 03755, USA","Hanover, NH 03755, USA"
"UCSD Scripps Project IDA, Inst. for Geophysics and Planetary Physics",81422,2016-08-10,https://ida.ucsd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Drive #0225, La Jolla, CA 92023-0225, USA","9500 Gilman Dr #0225 San Diego, CA 92161, USA"
